DepartmentFamily,Entity,Date,ExpenseType,ExpenseArea,Supplier,PaymentNumber,InvoiceDistributionAmount,InvoiceLineDescription,SupplierPostCode,TransactionType
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011701539,202.8,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011701539,198,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011701666,197.8,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Food Crime Unit - Prog,REDFERN TRAVEL LTD,1011701539,195.64,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Animal Feed Branch,REDFERN TRAVEL LTD,1011701618,194,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 54,REDFERN TRAVEL LTD,1011701666,193.85,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 53,REDFERN TRAVEL LTD,1011701618,191.76,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Operations Assurance ,REDFERN TRAVEL LTD,1011701539,190.76,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Scientist,REDFERN TRAVEL LTD,1011701618,190.2,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 41,REDFERN TRAVEL LTD,1011701539,188.7,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - TAXI SERVICES,Contaminants Policy & Strategy Unit,REDFERN TRAVEL LTD,1011701618,178.16,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,178,LONDON STORE CONSUMABLE BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Chief Scientist,REDFERN TRAVEL LTD,1011701666,177.98,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Regulatory & International,REDFERN TRAVEL LTD,1011701618,175,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 36,REDFERN TRAVEL LTD,1011701618,174,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Contaminants HoD,REDFERN TRAVEL LTD,1011701666,174,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,Allergens,REDFERN TRAVEL LTD,1011701666,174,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Comms Directors Office,REDFERN TRAVEL LTD,1011701618,165.55,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Chief Executive & Private Office,REDFERN TRAVEL LTD,1011701666,165.5,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Additives,REDFERN TRAVEL LTD,1011701618,164,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 2 Wales - Cluster 21,REDFERN TRAVEL LTD,1011701666,164,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 6 South East England - Cluster 65,REDFERN TRAVEL LTD,1011701618,162.6,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 55,REDFERN TRAVEL LTD,1011701666,159.45,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Legal Branch A & Investigations,REDFERN TRAVEL LTD,1011701618,158.2,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Comms Directors Office,REDFERN TRAVEL LTD,1011701539,156.63,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 3 North West England - Cluster 34,REDFERN TRAVEL LTD,1011701618,155.97,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011701618,155.5,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 3 North West England - Cluster 32,REDFERN TRAVEL LTD,1011701618,154.86,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 53,REDFERN TRAVEL LTD,1011701539,154.6,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 6 South East England - Cluster 62,REDFERN TRAVEL LTD,1011701618,154.2,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-14,EXP - PURCHASE OF GOODS/SERVICES - OTHER - CARRIAGE OF SAMPLES,Operational Delivery,TOPSPEED COURIERS LIMITED,1011701631,150,EBL X 3,WA16 8XN,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Planning and Performance,REDFERN TRAVEL LTD,1011701618,145.82,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Chief Scientist,REDFERN TRAVEL LTD,1011701666,145.62,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Regulatory & International,REDFERN TRAVEL LTD,1011701666,145.62,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Chemical Risk Assessment Unit,REDFERN TRAVEL LTD,1011701618,143.14,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 3 North West England - Cluster 31,REDFERN TRAVEL LTD,1011701618,140.82,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 3 North West England - Cluster 36,REDFERN TRAVEL LTD,1011701539,139.2,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 61,REDFERN TRAVEL LTD,1011701539,139,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 57,REDFERN TRAVEL LTD,1011701666,138.5,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Service Delivery,REDFERN TRAVEL LTD,1011701618,137.01,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Imports & Exports Team (Admin),REDFERN TRAVEL LTD,1011701618,135.52,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Imports & Exports Team (Admin),REDFERN TRAVEL LTD,1011701618,133.2,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES -  FOREIGN AIR TRAVEL,EU Regulatory Reform Branch,REDFERN TRAVEL LTD,1011701666,133,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011701618,131.8,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 55,REDFERN TRAVEL LTD,1011701666,130.2,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 4 North East England - Cluster 41,REDFERN TRAVEL LTD,1011701618,129.04,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 62,REDFERN TRAVEL LTD,1011701618,129,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,126.13,NEW BROADBAND IANSTALLATION PLANT,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Regulating our Future,REDFERN TRAVEL LTD,1011701539,124.5,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Procurement,REDFERN TRAVEL LTD,1011701618,123.7,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Resilience - Admin,REDFERN TRAVEL LTD,1011701666,123,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 6 South East England - Cluster 63,REDFERN TRAVEL LTD,1011701618,119.7,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,119,YORK STORE CONSUMABLE BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,119,LONDON STORE CONSUMABLE BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - FOREIGN SUBSISTENCE,Additives,REDFERN TRAVEL LTD,1011701618,118.98,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Chemical Risk Assessment Unit,REDFERN TRAVEL LTD,1011701666,116.58,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - TELECOMS - TELEPHONE,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,113.13,NEW BROADBAND IANSTALLATION PLANT,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 2 Wales - Cluster 23,REDFERN TRAVEL LTD,1011701666,111.6,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 4 North East England - Cluster 48,REDFERN TRAVEL LTD,1011701539,110.5,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Finance Director & Branch,REDFERN TRAVEL LTD,1011701618,109.23,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Organisational Development,REDFERN TRAVEL LTD,1011701618,109.23,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 36,REDFERN TRAVEL LTD,1011701539,108.8,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 51,REDFERN TRAVEL LTD,1011701618,108.6,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 51,REDFERN TRAVEL LTD,1011701618,107.9,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 1 Scotland - Cluster 14,REDFERN TRAVEL LTD,1011701666,107.5,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 3 North West England - Cluster 32,REDFERN TRAVEL LTD,1011701539,106.7,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,IT Information & Knowledge Management,REDFERN TRAVEL LTD,1011701618,105.6,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Security & Estates,REDFERN TRAVEL LTD,1011701666,104.25,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 6 South East England - Cluster 62,REDFERN TRAVEL LTD,1011701539,103.6,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Regulatory Delivery ,REDFERN TRAVEL LTD,1011701539,103.52,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 52,REDFERN TRAVEL LTD,1011701618,101.82,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Procurement,REDFERN TRAVEL LTD,1011701618,101.28,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-14,EXP - PURCHASE OF GOODS/SERVICES -OTHER PROF SERV - LEGAL DEBT RECOVERY COSTS,Finance Director & Branch,FLINT BISHOP LLP,1011701635,100,COUNSEL FEES INV 52021,DE1 3HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Food Crime Unit - Admin,REDFERN TRAVEL LTD,1011701539,100,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 56,REDFERN TRAVEL LTD,1011701618,99.6,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 6 South East England - Cluster 63,REDFERN TRAVEL LTD,1011701666,99.6,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Contaminants HoD,REDFERN TRAVEL LTD,1011701666,99.6,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Internal Audit,REDFERN TRAVEL LTD,1011701666,98.6,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - SUBSISTENCE,Area 5 South West England - Cluster 57,REDFERN TRAVEL LTD,1011701539,98.6,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Area 5 South West England - Cluster 53,REDFERN TRAVEL LTD,1011701539,96.8,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,PROGRAMME
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-13,EXP - PURCHASE OF GOODS/SERVICES - AIR TRAVEL,Contaminants HoD,REDFERN TRAVEL LTD,1011701618,94.96,CONSOLIDATED BUSINESS TRAVEL WEEK 49,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-05,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Organisational Development,REDFERN TRAVEL LTD,1011701539,94.65,CONSOLIDATED BUSINESS TRAVEL WEEK 44,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - RAIL TRAVEL,Scientific Methods & Laboratory Policy,REDFERN TRAVEL LTD,1011701666,94.5,CONSOLIDATED BUSINESS TRAVEL WEEK 50,BD1 5HQ,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,94,YORK STORE CONSUMABLE BUFFER STOCK,SN14 0TW,ADMIN
FOOD STANDARDS AGENCY - Westminster,FOOD STANDARDS AGENCY - Westminster,2016-12-19,EXP - PURCHASE OF GOODS/SERVICES - OTHER ICT COSTS,IT Service Delivery,CAPITA SECURE INFORMATION SOLUTIONS LTD,1011701659,94,LONDON STORE CONSUMABLE BUFFER STOCK,SN14 0TW,ADMIN
